Title,Comment,Final Sentiment,Final Polarization
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","you eat pan de sal or rice. you eat fried fish or adobo. you are all the same . are you dead or alive . god be with you !","neutral","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","zero po ang rating ko! nakakasawa na ang ganyang klaseng pangulo puro ngawa di narandaman sa gawa.. haaay!","negative","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","zero di cya lumangoy sa baha...!!","negative","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","i give 1to 10 i give 10 percent sa pangulo the best makatotohanan angkop para sa mamamayang masang pilipino","positive","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","we will just cooperate with his administration.","neutral","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","-100 npaka wlang kwenta","negative","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","zero negative yan ang score ko sa kanya.","negative","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","hahaha never mind. .saka nalang. .","negative","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","surely i'll give +10...getting better each day i, :two_hearts: you mr president","positive","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","i can only offer rehab","negative","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","10 because i felt his sincerity in everything he said kaso mahirap maimplement kung may ibang agenda yung mga kasamahan nya sa gobyerno.","positive","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","he works hard for the country and he deserves to get a good appraisal:flexed_biceps::clapping_hands:","positive","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","i gave him 10 his the best president.","positive","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","kung ano ano na lang nalalaman kaya ang mg tao nag aaway away sa mga comments","neutral","non_polarized"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","how can i rate something that he's only told to do? he's not presidenting, he's tutaing...","negative","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","kahit ano pa nating cooperate kung sige lang sila lagay sa kanilang bulsa at pamumulutika lang ginagawa nila wala tayong patutunguhan kundi lumubog kasama ng baha","negative","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","excellent modesty aside, standing ovation by the majority and the filipino people","negative","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","all...outstanding...( 99.8.. percent )","negative","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","pwede n sa 1% yan lng kaya eh","negative","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","perfect keep up the good job","positive","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","maski 0% di niya deserve.:grinning_face_with_sweat:","negative","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","the the the... narrative ne ne ne gative!","negative","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","1% is not bad :beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes:","negative","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","10 as u can see! not only a good talker but a good iniator yan ang leader","positive","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","zero puro promise lang yan","negative","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","pagtapon nga ng mga basura sa tamang tapunan di ginagawa lahat sisi sa gobyerno...eh kung magkaisa sana di hindi sobrang nababaha...sa atin dapat yan nag uumpisa...dapat kung sino ang pinuno suportahan dahil last admin ganun din...8/10 kasi walang perpektong pangulo pero kung magkakaisa magiging maayos ang bansa","positive","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","no need to rate him he knows what his doing just wait and see how he handle his nation","neutral","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","no comment is the best way to recognize what he has done for the people republic of philippines.","neutral","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","just tbe a filipino,cooperate,give what you can to help our governnent,for our country ,one does not have to like the president,but just be a good citizen,you have responsibilities too.","neutral","non_polarized"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","you are a very wonder ful god creation mabuhay","positive","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","100% ground breaking, 0% ribbon cutting...","negative","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","maga ata yung mukha..mukhang ang kapal..","negative","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","basta adik walang utang n loob lutang n ang utak","negative","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","high grade coke zero","negative","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","madali lang po sabihin ang mga plano pero mahirap yan gawin.lalo nat kilala ntin xia sa mga kasinungalingan niang gawain.goodluck sa mga umaasa at nagtitiwala sa kanya.sana d kayo masaktan.","neutral","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","no rating needed... yung hindi nakakakita ng kabutihan sa ginagawa ni pbbm sa inyo at nagbubulag-bulagan, dahil mawawala na ang mga kick backs nyo. tanong nyo nga sa sarili nyo, may natulungan na ba kayong ibang tao sa talang buhay nyo??? puro kayo reklamo! sigurado, kayo pang unang pumupila para mauna kayong makakuha ng benepisyo. mahiya naman kayo!!! para sa taong bayan yan na nangangailangan at makikinabang. kung ayaw nyo eh di hwag kayo kumuha. san man nanggaling yang funding nya, hindi nya ginagastos nya sa sarili nya, kundi ibinabalik na nya yan sa inyo.","neutral","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","9 points out of 10","positive","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","he is the best president!!! god be praise :raising_hands::folded_hands::raising_hands:","positive","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","worst among the rest :middle_finger:","negative","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","he deserves 1.","negative","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","magaling lng tyo mgkritik pero wla tyo sa gawa.hanggang ganon lng mga tao sira d2 sira doon wla tyong ambag dapat suportahan nlng natin ang goberyerno natin","neutral","non_polarized"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","100% pbbm the best president tunay na nagmamahal sa mga pilipino matalino.mabait masipag mapagkumbaba pilipinas babangon muli","positive","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","all of his sona, were all very good. subject matter were clearly stated and action for it were fully executed. what is needed, cooperation to every filipino and no partisan to achieve the goal.","positive","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","17%dati ang taripa ng us nabawasan ng 1% malaking bagay na yon db? nag impose ng 20% si trumph sa taripa so nabawasan ng 1% so 19% nalang! :beaming_face_with_smiling_eyes::victory_hand:","positive","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","dont need rating coz he hasnt done anything yet. unratable.","negative","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","from 1to 100 /100 percent good nice president!!!!","positive","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","zero is balance than negative, i give him zero","negative","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","ang daming ginawa ,tapos sasabihin wala nagawa ,ay naku gising,kaya nasasabihan kayong b","negative","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","not perfect but he’s doing great so far ., working president., salute :saluting_face:. 8/10","positive","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","hindi ko binoto si marcos pero sa term nya malaki ang pasalamat namin dahil sa kanyang administrasyon sa wakas na ibigay na sa amin ang nararapat sa àmin. carp/dar benificiary kami :thumbs_up:","positive","partisan"
"inqasks: if you were to rate president ferdinand marcos jr.’s fourth sona, what score would you give? sona2025 •⁠ follow inquirer.net's sona2025 coverage here: •⁠ watch our live stream here:","since he is a tough negotiator i'll give him 1","neutral","partisan"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","maling desisyon ata binoto kita ping,","negative","partisan"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","puro tax na lng i act nyo","neutral","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","daming loopholes neto. i know it doesn’t apply to everyone (again, it’s not a one-size-fits-all situation -- one is lucky if they never experience it), but if this bill is passed, it feels like officially making children as retirement plans. congrats then to all narc parents! sa huli't huli, it will still work in your favor. masyadong magugulang. it should never be forced. it must come from the child's love --something that naturally grows when the child is loved and treated well at home. otherwise, wala 'tong pinagkaiba sa pangho-holdap. relationship matters ph","neutral","objective"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","if you were a good parent, this law wouldn’t even be necessary because your child would willingly return the love and care you gave them. just saying...","neutral","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","only in the philippines! kaloka!","negative","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","bbalik tayo sa ano ba ung biblical stand on parents, honor your parents :folded_hands::clapping_hands::smiling_face_with_halo:","neutral","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","parang tanga eh","negative","partisan"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","taasan nyo sahod,babaan ung qualification s pag apply pra maka pasok ung di nkpg aral at wlng experience or tambay,in short medyo padaliin nyo ang buhay sa mga nagsisimula plng pra masuportahan nla ang magulang ng kusa","neutral","objective"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","the parents welfare act proposed by senator ping lacson has a good intention. it aims to protect and give importance to our parents, especially as they grow old, get sick, or can no longer support themselves. however, i hope the law is implemented fairly. not all children have the means to provide support, and some parents may have also abandoned or mistreated their children in the past. there should be clear guidelines to ensure justice for everyone involved.","neutral","objective"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","huh? so paano naman ’yong mga may pamilya na but buhay pa rin parents nila? obligasyon pa rin ba nila ’yan? hindi ba’t sinasabi rin na kapag may pamilya na, dapat naka-focus na lang sa bubuuing pamilya at hindi na sa pamilyang kinalakihan niya? what is this? kawawa talaga mga breadwinners dito at sa mga iba pang anak na dapat ang goal na is maging financially independent na.","neutral","objective"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","ayan magandang panukala yan","positive","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","sa pinas ka lang nakakakita dami batas d sinusunod pero mga nasa gobyerno d sinusunod hay pinas ang hirap ipaglaban","negative","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","laking tulong sa 4ps nito ah. taena. wlang babangon wlang aahon. sama samang buraot lahat.","negative","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","same with the filial law sa us.. parents there sent their children to jail if they dont pay the expensive home for the aged they booked for themselves.","negative","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","pinasa sa mga anak ang dapat ay gobyerno ang mag-provide.","negative","objective"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","mga kagaya ni yulo lang pede jan .. mga mayamang anak :rolling_on_the_floor_laughing:","neutral","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","di nyo nga maayos yung provincial rate tapos gaganyan pa kayo haha","negative","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","unahin niyo yung sahod ng pinas bago yan! utak :thumbs_down: :man_facepalming_light_skin_tone:","negative","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","retirement plan ang atake. kusang loob dapat yan at sa liit ng sahod ngayon, mahal bilihin at 12% na tax tas may binubuhay ka pang sariling pamilya. malabo yan. pataasin nyo muna sahod at ayusin healthcare sa pinas.","neutral","objective"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","bilangan magulang tutol ako dito hindi obligasyon ng anak ang magulang kaya dapat tlga mag ipon at invest sa asset para kpag matanda na may self support parin kahit hindi na kayang mag work","neutral","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","kindness consist of loving people are you one of them? love and respect your parents more than they deserve.","neutral","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","i disagree, dli tanan balay langit ang uban mas sahol pa sa impyerno.","neutral","objective"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","unfair 'to sa mga tao na may irresponsible na magulang","neutral","objective"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","paano naman tigas talaga ulo ng magulang nasa malayo ang mga anak gusto cya kuning at alagaan pero ayaw nya parin sa anak nya mag stay","neutral","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","yes! pero dapat may requirements. - napagtapos ng pagaaral ang anak - nakapag provide ng safe and loving home hanggang 18 years old - no records of abuse. mentaly/physically - no records of abandonment at all - provided all necessary vitamins, medical checkup sa bata - hindi humngi ng pera sa anak until mag retirement age na ang magulang. - walang third party issues all or nothing dapat tong requirements na to.","positive","objective"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","investment yern? :face_with_rolling_eyes:","negative","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","sana may parent care leave din, magleave para alagaan ang mga magulang na nagkakasakit","neutral","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","hahaha taenang goberyo yan. wala na kasi pondo. dapat included yang mga home for old aged, financial assistance to elderlies sa govt services eh.","negative","objective"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","hahahaha putang ina nyo","negative","partisan"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","ano yan gagawing retirement plan ang mga anak? trabaho ata ng government ang pension ng mga matatanda. antagal nga ng process sa sss para sa pension na 2000 pesos lang kada bwan andami pang hinihinging mga papel bagal pa magsikilos ng mga tao para bang di nila pera ang nilagay nila dun","negative","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","bakit hindi na lang maayos na health care para sa mga seniors. mostly health ang problema ng nga seniors. like libreng gamot o hospitalization.","negative","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","dapat rin ba kasuhan ang mga magulang na incapacitated para buhayin ang anak?","neutral","objective"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","if the parent did not support and abandoned their child still qualified? i don't think so it's unfair","neutral","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","why not nursing care tapos kunin sa philhealth ang budget?","neutral","objective"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","magtayo na lang ng mga old folks home na kasing gara ng bagong senate building :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:","negative","non_polarized"
